"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","nFORCE__App__c","nFORCE__Body__c","nFORCE__Group__c","nFORCE__Icon_Class__c","nFORCE__Is_Hidden__c","nFORCE__Navigation__c","nFORCE__Order__c","nFORCE__Parent_App__c","nFORCE__Screen__c","nFORCE__Sub_Navigation__c","nFORCE__Toolbar__c","nFORCE__Topbar__c","nFORCE__lookupKey__c","nFORCE__Taxonomy_Id__c","nFORCE__Parameters__c","nFORCE__Body_Type__c","nFORCE__Description__c"
"a2EDm0000008o8LMAQ","005Dm000000nnayIAA","","Covenant Management","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","covenant-management","llc_bi__loancovenantmanagerui","","n-icon-covenant","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42866985973177900","covenant-management","","",""
"a2EDm0000008o8MMAQ","005Dm000000nnayIAA","","CRA Reporting","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","community-reinvestment-act","llc_bi__cra_reporting","","n-icon-treasury_management","false","nforce__navigation","","","a2GDm000000LGAAMA4","nforce__sub_navigation","","nforce__topbar","42755158470345000","community-reinvestment-act","","",""
"a2EDm0000008o8NMAQ","005Dm000000nnayIAA","","HMDA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","hmda-applicants","llc_bi__hmda_applicants","","n-icon-hmda","false","nforce__navigation","","","a2GDm000000LGABMA4","nforce__sub_navigation","","nforce__topbar","42641288164938600","hmda-applicants","","",""
"a2EDm0000008o8OMAQ","005Dm000000nnayIAA","","Entity Compliance","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","hmda-entity-compliance-2017","llc_bi__hmda_entity_compliance","","n-icon-hmda","false","nforce__navigation","","","a2GDm000000LGACMA4","nforce__sub_navigation","","nforce__topbar","42346585589816800","hmda-entity-compliance-2017","","",""
"a2EDm0000008o8PMAQ","005Dm000000nnayIAA","","Loan Compliance","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","hmda-loan-compliance-2017","nforce__ncrelatedlist","","n-icon-hmda","false","nforce__navigation","","","a2GDm000000LGADMA4","nforce__sub_navigation","","nforce__topbar","42439147694779900","hmda-loan-compliance-2017","","",""
"a2EDm0000008o8QMAQ","005Dm000000nnayIAA","","Entity Compliance","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","hmda-entity-compliance-2018","llc_bi__hmda_entity_compliance","","n-icon-hmda","false","nforce__navigation","","","a2GDm000000LGAEMA4","nforce__sub_navigation","","nforce__topbar","42022663692544500","hmda-entity-compliance-2018","","",""
"a2EDm0000008o8RMAQ","005Dm000000nnayIAA","","Loan Compliance","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","hmda-loan-compliance-2018","nforce__ncrelatedlist","","n-icon-hmda","false","nforce__navigation","","","a2GDm000000LGAFMA4","nforce__sub_navigation","","nforce__topbar","42956260075843400","hmda-loan-compliance-2018","","",""
"a2EDm0000008o8SMAQ","005Dm000000nnayIAA","","Policy Exceptions","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","policy-exception","llc_bi__policyexceptions","","n-icon-exception","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42235049208165200","policy-exception","","",""
"a2EDm0000008o8TMAQ","005Dm000000nnayIAA","","Document Manager","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","tool-docman","nDoc__UILoanDocMan","","n-icon-misc23","false","nFORCE__Navigation","","","","nFORCE__Sub_Navigation","","nFORCE__Topbar","42944088131556500","tool-docman","","",""
"a2EDm0000008o8UMAQ","005Dm000000nnayIAA","","Payment Calculator","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","tool-payment-calculator","llc_bi__paymentcalculator","","n-icon-misc17","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42069210896789200","tool-payment-calculator","","",""
"a2EDm0000008o8VMAQ","005Dm000000nnayIAA","","Credit Memo","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","tool-credit-memo","llc_bi__creditmemoui","","n-icon-credit_memo","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42544728699041000","tool-credit-memo","","",""
"a2EDm0000008o8WMAQ","005Dm000000nnayIAA","","Change Product","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","action-change-product","llc_bi__loanproducts","","n-icon-change","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42353007067726600","action-change-product","","",""
"a2EDm0000008o8XMAQ","005Dm000000nnayIAA","","Copy Loan","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","action-copy-loan","llc_bi__loanproducts","","n-icon-copy_loan","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42061100346039400","action-copy-loan","","",""
"a2EDm0000008o8YMAQ","005Dm000000nnayIAA","","Renew/Modify Loan","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","action-renew-modify","llc_bi__loan_renewal_page","","n-icon-link_out","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42997291000461500","action-renew-modify","","",""
"a2EDm0000008o8ZMAQ","005Dm000000nnayIAA","","Generate Forms","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","action-form-gen","nForms__NewFormGenerator","","n-icon-generate","false","nFORCE__Navigation","","","","nFORCE__Sub_Navigation","","nFORCE__Topbar","42799758394806300","action-form-gen","","",""
"a2EDm0000008o8aMAA","005Dm000000nnayIAA","","Submit For Approval","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","action-submit-approval","llc_bi__loan_approval","","n-icon-submit","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42119418907054100","action-submit-approval","","",""
"a2EDm0000008o8bMAA","005Dm000000nnayIAA","","Run Auto-Decision","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","action-auto-decision","llc_bi__loanautodecision","","n-icon-analyze","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42215434473184500","action-auto-decision","","",""
"a2EDm0000008o8cMAA","005Dm000000nnayIAA","","Change Memo","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","action-memo","nforce__ncrelatedlist","","n-icon-memo","false","nforce__navigation","","","a2GDm000000LGAGMA4","nforce__sub_navigation","","nforce__topbar","42125695006105500","action-memo","","",""
"a2EDm0000008o8dMAA","005Dm000000nnayIAA","","Decision History","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","loan-auto-decision-history","llc_bi__loanautodecisionscorecardhistory","","n-icon-analyze","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42533653240386800","loan-auto-decision-history","","",""
"a2EDm0000008o8eMAA","005Dm000000nnayIAA","","Auto-Decision Detail","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","loan-auto-decision-detail","llc_bi__loanautodecisionscorecarddetail","","n-icon-analyze","false","nforce__navigation","","","","nforce__blank","","nforce__topbar","42201550993067600","loan-auto-decision-detail","","",""
"a2EDm0000008o8fMAA","005Dm000000nnayIAA","","Fees","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","loan-fees","","","n-icon-fees","false","","","","","","","","42302914449257200","loan-fees","","",""
"a2EDm0000008o8hMAA","005Dm000000nnayIAA","","Manage Fees","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","loan-manage-fees","llc_bi__manageloanfees","","","false","nforce__navigation","","","a2GDm000000LG8vMAG","nforce__sub_navigation","","nforce__topbar","42845791750920400","loan-manage-fees","","",""
"a2EDm0000008o8iMAA","005Dm000000nnayIAA","","Loan Team","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","loan-team","","","n-icon-team","false","","","","","","","","42523406271363800","loan-team","","",""
"a2EDm0000008o8jMAA","005Dm000000nnayIAA","","Team Members","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","loan-team-members","nforce__ncrelatedlist","","","false","nforce__navigation","","","a2GDm000000LGAIMA4","nforce__sub_navigation","","nforce__topbar","42536651116951300","loan-team-members","","",""
"a2EDm0000008o8kMAA","005Dm000000nnayIAA","","Assign Team","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","loan-assign-team","llc_bi__manageloanteam","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42912083671173800","loan-assign-team","","",""
"a2EDm0000008o8lMAA","005Dm000000nnayIAA","","Treasury Configuration","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","treasury-configuration","llc_bi__productcatalog","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42852750047393500","treasury-configuration","","",""
"a2EDm0000008o8mMAA","005Dm000000nnayIAA","","Manage Bill Points","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","product-bill-points","llc_bi__productbillpoints","","","false","nforce__navigation","","","a2GDm000000LGAJMA4","nforce__sub_navigation","","nforce__topbar","42205410667607300","product-bill-points","","",""
"a2EDm0000008o8nMAA","005Dm000000nnayIAA","","Loan Compliance","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-tn-loan-compliance","nforce__ncdatagrid","","","false","nforce__navigation","","","a2GDm000000LGAKMA4","nforce__sub_navigation","","nforce__topbar","42114819897507400","pp-tn-loan-compliance","","",""
"a2EDm0000008o8oMAA","005Dm000000nnayIAA","","Loan Facilities","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-sn-loan-facilities","llc_bi__leadconvert","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42785588810635300","pp-sn-loan-facilities","","",""
"a2EDm0000008o8pMAA","005Dm000000nnayIAA","","Loan Facilities","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-tn-loan-facilities","llc_bi__prodpkguifacilitiesallpage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42321976150583600","pp-tn-loan-facilities","","",""
"a2EDm0000008o8qMAA","005Dm000000nnayIAA","","Borrowing Structure","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-sn-entity-involvement","llc_bi__prodpkguiborrowerguarantorpage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42863389204545500","pp-sn-entity-involvement","","",""
"a2EDm0000008o8rMAA","005Dm000000nnayIAA","","Borrowers and Guarantors","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-tn-borrowers-and-guarantors","llc_bi__prodpkguiborrowerguarantorpage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42737727464529900","pp-tn-borrowers-and-guarantors","","",""
"a2EDm0000008o8sMAA","005Dm000000nnayIAA","","Other Related Entities","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-tn-related-entities","llc_bi__prodpkguiotherpartiespage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42545439595524800","pp-tn-related-entities","","",""
"a2EDm0000008o8tMAA","005Dm000000nnayIAA","","Fees","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-sn-fees","llc_bi__prodpkguifeespage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42675137402997300","pp-sn-fees","","",""
"a2EDm0000008o8uMAA","005Dm000000nnayIAA","","Collateral","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","","","","","pp-sn-collateral","LLC_BI__ProdPkgUICollateral2Management","","","false","nforce__navigation","","","a2GDm000000LGALMA4","nforce__sub_navigation","","nforce__topbar","42162654425526900","pp-sn-collateral","","",""
"a2EDm0000008o8vMAA","005Dm000000nnayIAA","","Covenants","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-sn-covenants","llc_bi__prodpkguiloancovenantspage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42162682385917800","pp-sn-covenants","","",""
"a2EDm0000008o8wMAA","005Dm000000nnayIAA","","Loan Covenants","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-tn-covenants-loan","llc_bi__prodpkguiloancovenantspage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42708516082328900","pp-tn-covenants-loan","","",""
"a2EDm0000008o8xMAA","005Dm000000nnayIAA","","Account Covenants","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-tn-account-loan","llc_bi__prodpkguiaccountcovenantspage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42574331691489000","pp-tn-account-loan","","",""
"a2EDm0000008o8yMAA","005Dm000000nnayIAA","","Policy Exceptions","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-sn-policy-exception","llc_bi__prodpkguipolicyexceptionspage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42055070155561500","pp-sn-policy-exception","","",""
"a2EDm0000008o8zMAA","005Dm000000nnayIAA","","Approval History","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-sn-approval-history","llc_bi__productpackageapprovals","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42794046004914700","pp-sn-approval-history","","",""
"a2EDm0000008o90MAA","005Dm000000nnayIAA","","Treasury Services","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-sn-treasury-services","llc_bi__prodpkguitreasuryservicespage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42737916175296100","pp-sn-treasury-services","","",""
"a2EDm0000008o91MAA","005Dm000000nnayIAA","","Deposits","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-sn-deposits","llc_bi__leadconvert","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42847008574044400","pp-sn-deposits","","",""
"a2EDm0000008o92MAA","005Dm000000nnayIAA","","Team","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-sn-team","llc_bi__prodpkguiteampage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42427423651744500","pp-sn-team","","",""
"a2EDm0000008o93MAA","005Dm000000nnayIAA","","Reviews","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-sn-reviews","llc_bi__prodpkguireviews","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42914739648044700","pp-sn-reviews","","",""
"a2EDm0000008o94MAA","005Dm000000nnayIAA","","Review Detail","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-tn-review-detail","nforce__ncdatagrid","","","false","nforce__navigation","","","a2GDm000000LGAMMA4","nforce__sub_navigation","","nforce__topbar","42792884154996200","pp-tn-review-detail","","",""
"a2EDm0000008o95MAA","005Dm000000nnayIAA","","Reviews","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pp-tn-reviews","llc_bi__prodpkguireviews","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42619052898522000","pp-tn-reviews","","",""
"a2EDm0000008o96MAA","005Dm000000nnayIAA","","Submit For Approval","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","action-pp-submit-approval","llc_bi__productpackageapproval","","n-icon-submit","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42674017301586000","action-pp-submit-approval","","",""
